phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,test,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
